metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1749397023,1.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_duration,1749397023,102.836300,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_blocked,1749397023,2.716300,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_connecting,1749397023,0.490600,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_tls_handshaking,1749397023,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_sending,1749397023,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_waiting,1749397023,101.586600,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_receiving,1749397023,1.249700,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_failed,1749397023,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
checks,1749397023,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397023,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397023,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397023,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397023,1.000000,timestamp presente,,,,,,,,default,,,,,,,
vus,1749397024,1.000000,,,,,,,,,,,,,,,,
vus_max,1749397024,50.000000,,,,,,,,,,,,,,,,
data_sent,1749397024,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397024,411.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397024,1107.385800,,,,,,,,,default,,,,,,,
iterations,1749397024,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397024,1.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_duration,1749397024,104.456100,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_blocked,1749397024,0.877200,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_connecting,1749397024,0.877200,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_tls_handshaking,1749397024,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_sending,1749397024,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_waiting,1749397024,103.060600,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_receiving,1749397024,1.395500,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_failed,1749397024,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
checks,1749397024,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397024,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397024,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397024,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397024,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397024,1.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_duration,1749397024,105.644200,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_blocked,1749397024,0.627400,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_connecting,1749397024,0.627400,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_tls_handshaking,1749397024,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_sending,1749397024,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_waiting,1749397024,102.834700,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_receiving,1749397024,2.809500,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_failed,1749397024,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
checks,1749397024,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397024,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397024,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397024,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397024,1.000000,timestamp presente,,,,,,,,default,,,,,,,
vus,1749397025,2.000000,,,,,,,,,,,,,,,,
vus_max,1749397025,50.000000,,,,,,,,,,,,,,,,
data_sent,1749397025,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397025,387.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397025,1106.099300,,,,,,,,,default,,,,,,,
iterations,1749397025,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397025,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397025,411.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397025,1106.464000,,,,,,,,,default,,,,,,,
iterations,1749397025,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397025,1.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_duration,1749397025,104.423400,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_blocked,1749397025,0.951600,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_connecting,1749397025,0.934400,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_tls_handshaking,1749397025,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_sending,1749397025,0.017200,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_waiting,1749397025,103.166000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_receiving,1749397025,1.240200,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_failed,1749397025,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
checks,1749397025,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397025,1.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_duration,1749397025,106.172100,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_blocked,1749397025,0.744800,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_connecting,1749397025,0.208600,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_tls_handshaking,1749397025,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_sending,1749397025,0.596300,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_waiting,1749397025,102.902400,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_receiving,1749397025,2.673400,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_failed,1749397025,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
checks,1749397025,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397025,1.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_duration,1749397025,105.039200,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_blocked,1749397025,1.089100,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_connecting,1749397025,0.554300,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_tls_handshaking,1749397025,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_sending,1749397025,0.534800,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_waiting,1749397025,103.794900,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_receiving,1749397025,0.709500,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_failed,1749397025,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
checks,1749397025,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397025,1.000000,timestamp presente,,,,,,,,default,,,,,,,
vus,1749397026,3.000000,,,,,,,,,,,,,,,,
vus_max,1749397026,50.000000,,,,,,,,,,,,,,,,
data_sent,1749397026,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397026,372.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397026,1105.906400,,,,,,,,,default,,,,,,,
iterations,1749397026,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397026,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397026,384.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397026,1107.926500,,,,,,,,,default,,,,,,,
iterations,1749397026,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397026,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397026,372.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397026,1105.715300,,,,,,,,,default,,,,,,,
iterations,1749397026,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397026,1.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_duration,1749397026,105.428200,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_blocked,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_connecting,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_tls_handshaking,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_sending,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_waiting,1749397026,103.819800,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_receiving,1749397026,1.608400,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_failed,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
checks,1749397026,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397026,1.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_duration,1749397026,103.009600,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_blocked,1749397026,0.896000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_connecting,1749397026,0.896000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_tls_handshaking,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_sending,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_waiting,1749397026,103.009600,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_receiving,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_failed,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
checks,1749397026,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397026,1.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_duration,1749397026,103.488100,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_blocked,1749397026,0.573400,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_connecting,1749397026,0.573400,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_tls_handshaking,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_sending,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_waiting,1749397026,102.958200,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_receiving,1749397026,0.529900,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_failed,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
checks,1749397026,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397026,1.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_duration,1749397026,103.908900,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_blocked,1749397026,1.148600,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_connecting,1749397026,1.087400,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_tls_handshaking,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_sending,1749397026,0.061200,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_waiting,1749397026,102.332000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_receiving,1749397026,1.515700,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_failed,1749397026,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
checks,1749397026,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397026,1.000000,timestamp presente,,,,,,,,default,,,,,,,
vus,1749397027,4.000000,,,,,,,,,,,,,,,,
vus_max,1749397027,50.000000,,,,,,,,,,,,,,,,
data_sent,1749397027,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397027,384.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397027,1106.260400,,,,,,,,,default,,,,,,,
iterations,1749397027,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397027,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397027,387.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397027,1106.106700,,,,,,,,,default,,,,,,,
iterations,1749397027,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397027,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397027,411.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397027,1104.347600,,,,,,,,,default,,,,,,,
iterations,1749397027,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397027,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397027,372.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397027,1105.397500,,,,,,,,,default,,,,,,,
iterations,1749397027,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397027,1.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_duration,1749397027,104.797800,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_blocked,1749397027,0.602200,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_connecting,1749397027,0.602200,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_tls_handshaking,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_sending,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_waiting,1749397027,103.392900,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_receiving,1749397027,1.404900,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_failed,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
checks,1749397027,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397027,1.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_duration,1749397027,105.137600,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_blocked,1749397027,0.747800,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_connecting,1749397027,0.627500,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_tls_handshaking,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_sending,1749397027,0.136200,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_waiting,1749397027,103.900300,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_receiving,1749397027,1.101100,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_failed,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
checks,1749397027,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397027,1.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_duration,1749397027,105.076800,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_blocked,1749397027,0.539200,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_connecting,1749397027,0.539200,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_tls_handshaking,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_sending,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_waiting,1749397027,104.981900,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_receiving,1749397027,0.094900,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_failed,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
checks,1749397027,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397027,1.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_duration,1749397027,103.716100,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_blocked,1749397027,0.890700,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_connecting,1749397027,0.366900,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_tls_handshaking,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_sending,1749397027,0.541800,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_waiting,1749397027,103.174300,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_receiving,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_failed,1749397027,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
checks,1749397027,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397027,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397027,1.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_duration,1749397027,104.452700,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_blocked,1749397027,0.487900,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
